Wiggle_Index,Date,Time,Genotype,Pesticide,Dose,Rep,Location
3.8567,04Mar21,10min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
5.2368,04Mar21,10min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
4.579,04Mar21,10min,HR > NULL,Malathion,40ppm,rep1,LowRight
3.4319,04Mar21,10min,HR > NULL,Malathion,40ppm,rep2,LowRight
2.8525,04Mar21,10min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.0182,04Mar21,10min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
3.9911,04Mar21,10min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
3.1937,04Mar21,10min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
3.3617,04Mar21,10min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
4.5904,04Mar21,10min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
3.0882,04Mar21,10min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
3.1038,04Mar21,10min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
3.8256,04Mar21,10min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
2.5242,04Mar21,10min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
6.1184,04Mar21,10min,TB > NULL,Malathion,40ppm,rep1,LowRight
4.951,04Mar21,10min,TB > NULL,Malathion,40ppm,rep2,LowRight
1.7586,04Mar21,120min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.2025,04Mar21,120min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
4.5943,04Mar21,120min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
3.98,04Mar21,120min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.902,04Mar21,120min,HR > Cyp6g1,Malathion,40ppm,rep1,LowRight
1.0566,04Mar21,120min,HR > Cyp6g1,Malathion,40ppm,rep2,LowRight
2.4003,04Mar21,120min,HR > NULL,Bendiocarb,40ppm,rep1,LowRight
1.3472,04Mar21,120min,HR > NULL,Bendiocarb,40ppm,rep2,LowRight
1.8179,04Mar21,120min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
0.8467,04Mar21,120min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
1.4084,04Mar21,120min,HR > NULL,Malathion,40ppm,rep1,LowRight
0.6933,04Mar21,120min,HR > NULL,Malathion,40ppm,rep2,LowRight
2.6918,04Mar21,120min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
1.5395,04Mar21,120min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.3661,04Mar21,120min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
0.6384,04Mar21,120min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
0.728,04Mar21,120min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
0.5656,04Mar21,120min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
1.8894,04Mar21,120min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.0767,04Mar21,120min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
1.4289,04Mar21,120min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
0.7376,04Mar21,120min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
1.508,04Mar21,120min,TB > NULL,Malathion,40ppm,rep1,LowRight
0.544,04Mar21,120min,TB > NULL,Malathion,40ppm,rep2,LowRight
2.4607,04Mar21,15min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
4.1727,04Mar21,15min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.6062,04Mar21,15min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
2.1106,04Mar21,15min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
4.6431,04Mar21,15min,HR > Cyp6g1,Malathion,40ppm,rep1,LowRight
5.8743,04Mar21,15min,HR > Cyp6g1,Malathion,40ppm,rep2,LowRight
3.6059,04Mar21,15min,HR > NULL,Bendiocarb,40ppm,rep1,LowRight
1.9548,04Mar21,15min,HR > NULL,Bendiocarb,40ppm,rep2,LowRight
2.4628,04Mar21,15min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
1.1849,04Mar21,15min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
6.0848,04Mar21,15min,HR > NULL,Malathion,40ppm,rep1,LowRight
4.3476,04Mar21,15min,HR > NULL,Malathion,40ppm,rep2,LowRight
2.0984,04Mar21,15min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
1.3731,04Mar21,15min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.9966,04Mar21,15min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.385,04Mar21,15min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
3.6834,04Mar21,15min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
2.951,04Mar21,15min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
2.2863,04Mar21,15min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.915,04Mar21,15min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.766,04Mar21,15min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.3796,04Mar21,15min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
6.1561,04Mar21,15min,TB > NULL,Malathion,40ppm,rep1,LowRight
2.8805,04Mar21,15min,TB > NULL,Malathion,40ppm,rep2,LowRight
1.9205,04Mar21,30min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
1.6086,04Mar21,30min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.938,04Mar21,30min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.4882,04Mar21,30min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
3.9492,04Mar21,30min,HR > Cyp6g1,Malathion,40ppm,rep1,LowRight
2.6672,04Mar21,30min,HR > Cyp6g1,Malathion,40ppm,rep2,LowRight
1.8169,04Mar21,30min,HR > NULL,Bendiocarb,40ppm,rep1,LowRight
1.788,04Mar21,30min,HR > NULL,Bendiocarb,40ppm,rep2,LowRight
2.8614,04Mar21,30min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
1.5278,04Mar21,30min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
2.4791,04Mar21,30min,HR > NULL,Malathion,40ppm,rep1,LowRight
2.2677,04Mar21,30min,HR > NULL,Malathion,40ppm,rep2,LowRight
2.9668,04Mar21,30min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.0735,04Mar21,30min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.0199,04Mar21,30min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.3891,04Mar21,30min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.3731,04Mar21,30min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
1.4801,04Mar21,30min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
0.8478,04Mar21,30min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.966,04Mar21,30min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
1.1363,04Mar21,30min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.8123,04Mar21,30min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
2.9656,04Mar21,30min,TB > NULL,Malathion,40ppm,rep1,LowRight
2.446,04Mar21,30min,TB > NULL,Malathion,40ppm,rep2,LowRight
2.7667,04Mar21,45min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
3.6291,04Mar21,45min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
4.4953,04Mar21,45min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
3.1775,04Mar21,45min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.8833,04Mar21,45min,HR > Cyp6g1,Malathion,40ppm,rep1,LowRight
0.8807,04Mar21,45min,HR > Cyp6g1,Malathion,40ppm,rep2,LowRight
5.0024,04Mar21,45min,HR > NULL,Bendiocarb,40ppm,rep1,LowRight
1.7521,04Mar21,45min,HR > NULL,Bendiocarb,40ppm,rep2,LowRight
1.8747,04Mar21,45min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
1.6107,04Mar21,45min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
1.6683,04Mar21,45min,HR > NULL,Malathion,40ppm,rep1,LowRight
2.1235,04Mar21,45min,HR > NULL,Malathion,40ppm,rep2,LowRight
2.3167,04Mar21,45min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
1.9781,04Mar21,45min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.176,04Mar21,45min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
2.0369,04Mar21,45min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.2898,04Mar21,45min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
1.1101,04Mar21,45min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
1.4278,04Mar21,45min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.9043,04Mar21,45min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.0086,04Mar21,45min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.0235,04Mar21,45min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
1.6001,04Mar21,45min,TB > NULL,Malathion,40ppm,rep1,LowRight
1.6715,04Mar21,45min,TB > NULL,Malathion,40ppm,rep2,LowRight
5.768,04Mar21,5min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
5.6143,04Mar21,5min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
6.3364,04Mar21,5min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
5.0045,04Mar21,5min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
5.2773,04Mar21,5min,HR > Cyp6g1,Malathion,40ppm,rep1,LowRight
4.5945,04Mar21,5min,HR > Cyp6g1,Malathion,40ppm,rep2,LowRight
5.6484,04Mar21,5min,HR > NULL,Bendiocarb,40ppm,rep1,LowRight
5.2406,04Mar21,5min,HR > NULL,Bendiocarb,40ppm,rep2,LowRight
5.1844,04Mar21,5min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
4.6828,04Mar21,5min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
5.6524,04Mar21,5min,HR > NULL,Malathion,40ppm,rep1,LowRight
3.3124,04Mar21,5min,HR > NULL,Malathion,40ppm,rep2,LowRight
3.4784,04Mar21,5min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.9964,04Mar21,5min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
3.9859,04Mar21,5min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
4.4776,04Mar21,5min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
4.0395,04Mar21,5min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
3.678,04Mar21,5min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
4.6119,04Mar21,5min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.7124,04Mar21,5min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
4.2271,04Mar21,5min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
3.6595,04Mar21,5min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
3.9601,04Mar21,5min,TB > NULL,Malathion,40ppm,rep1,LowRight
4.616,04Mar21,5min,TB > NULL,Malathion,40ppm,rep2,LowRight
2.5765,04Mar21,60min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.8604,04Mar21,60min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.3828,04Mar21,60min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
2.2279,04Mar21,60min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
2.3191,04Mar21,60min,HR > Cyp6g1,Malathion,40ppm,rep1,LowRight
1.666,04Mar21,60min,HR > Cyp6g1,Malathion,40ppm,rep2,LowRight
5.6674,04Mar21,60min,HR > NULL,Bendiocarb,40ppm,rep1,LowRight
2.2349,04Mar21,60min,HR > NULL,Bendiocarb,40ppm,rep2,LowRight
2.3488,04Mar21,60min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
1.2294,04Mar21,60min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
1.1855,04Mar21,60min,HR > NULL,Malathion,40ppm,rep1,LowRight
1.4457,04Mar21,60min,HR > NULL,Malathion,40ppm,rep2,LowRight
2.1135,04Mar21,60min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
1.5647,04Mar21,60min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.3353,04Mar21,60min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.5475,04Mar21,60min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.143,04Mar21,60min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
1.4108,04Mar21,60min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
1.1554,04Mar21,60min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.0402,04Mar21,60min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
1.805,04Mar21,60min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
0.6556,04Mar21,60min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
1.0093,04Mar21,60min,TB > NULL,Malathion,40ppm,rep1,LowRight
0.8712,04Mar21,60min,TB > NULL,Malathion,40ppm,rep2,LowRight
2.4523,04Mar21,90min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.8603,04Mar21,90min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.9047,04Mar21,90min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.6173,04Mar21,90min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
0.9066,04Mar21,90min,HR > Cyp6g1,Malathion,40ppm,rep1,LowRight
1.3614,04Mar21,90min,HR > Cyp6g1,Malathion,40ppm,rep2,LowRight
2.7726,04Mar21,90min,HR > NULL,Bendiocarb,40ppm,rep1,LowRight
1.2564,04Mar21,90min,HR > NULL,Bendiocarb,40ppm,rep2,LowRight
2.5163,04Mar21,90min,HR > NULL,Imidacloprid,40ppm,rep1,LowRight
0.8996,04Mar21,90min,HR > NULL,Imidacloprid,40ppm,rep2,LowRight
0.7499,04Mar21,90min,HR > NULL,Malathion,40ppm,rep1,LowRight
0.7963,04Mar21,90min,HR > NULL,Malathion,40ppm,rep2,LowRight
1.5011,04Mar21,90min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
1.1691,04Mar21,90min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.1556,04Mar21,90min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
0.4861,04Mar21,90min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.1615,04Mar21,90min,TB > Cyp6g1,Malathion,40ppm,rep1,LowRight
0.4763,04Mar21,90min,TB > Cyp6g1,Malathion,40ppm,rep2,LowRight
0.7615,04Mar21,90min,TB > NULL,Bendiocarb,40ppm,rep1,LowRight
0.7746,04Mar21,90min,TB > NULL,Bendiocarb,40ppm,rep2,LowRight
0.6975,04Mar21,90min,TB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.0825,04Mar21,90min,TB > NULL,Imidacloprid,40ppm,rep2,LowRight
0.6222,04Mar21,90min,TB > NULL,Malathion,40ppm,rep1,LowRight
1.7961,04Mar21,90min,TB > NULL,Malathion,40ppm,rep2,LowRight
4.7838,05Mar21,0min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
6.3295,05Mar21,0min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
4.2096,05Mar21,0min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
5.3823,05Mar21,0min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
5.4926,05Mar21,0min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
3.2581,05Mar21,0min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
6.6393,05Mar21,0min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
3.9265,05Mar21,0min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
5.1953,05Mar21,0min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
5.7419,05Mar21,0min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
3.7494,05Mar21,0min,FB > NULL,Malathion,40ppm,rep1,LowRight
4.1847,05Mar21,0min,FB > NULL,Malathion,40ppm,rep2,LowRight
2.0593,05Mar21,10min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
4.1404,05Mar21,10min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.134,05Mar21,10min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.858,05Mar21,10min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
5.6975,05Mar21,10min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
4.0635,05Mar21,10min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
2.7352,05Mar21,10min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
2.6164,05Mar21,10min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.9734,05Mar21,10min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
3.6273,05Mar21,10min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
3.8334,05Mar21,10min,FB > NULL,Malathion,40ppm,rep1,LowRight
3.7785,05Mar21,10min,FB > NULL,Malathion,40ppm,rep2,LowRight
1.6901,05Mar21,120min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
3.0083,05Mar21,120min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.6409,05Mar21,120min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.75,05Mar21,120min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.1895,05Mar21,120min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
2.3577,05Mar21,120min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
1.458,05Mar21,120min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.6068,05Mar21,120min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.5625,05Mar21,120min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.6371,05Mar21,120min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
1.7862,05Mar21,120min,FB > NULL,Malathion,40ppm,rep1,LowRight
0.5691,05Mar21,120min,FB > NULL,Malathion,40ppm,rep2,LowRight
1.494,05Mar21,15min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
4.2536,05Mar21,15min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
1.54,05Mar21,15min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.7343,05Mar21,15min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
4.0049,05Mar21,15min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
4.6537,05Mar21,15min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
3.5885,05Mar21,15min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
3.1431,05Mar21,15min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.2975,05Mar21,15min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.5426,05Mar21,15min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
3.9954,05Mar21,15min,FB > NULL,Malathion,40ppm,rep1,LowRight
4.8996,05Mar21,15min,FB > NULL,Malathion,40ppm,rep2,LowRight
1.8427,05Mar21,30min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.3503,05Mar21,30min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.2205,05Mar21,30min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
2.1051,05Mar21,30min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
4.8953,05Mar21,30min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
6.6514,05Mar21,30min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
3.675,05Mar21,30min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.8218,05Mar21,30min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
1.2371,05Mar21,30min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
2.8549,05Mar21,30min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
3.9813,05Mar21,30min,FB > NULL,Malathion,40ppm,rep1,LowRight
3.4107,05Mar21,30min,FB > NULL,Malathion,40ppm,rep2,LowRight
1.1837,05Mar21,45min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.7258,05Mar21,45min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.3856,05Mar21,45min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
2.354,05Mar21,45min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
3.3749,05Mar21,45min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
3.4108,05Mar21,45min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
1.6256,05Mar21,45min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.8794,05Mar21,45min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
1.8629,05Mar21,45min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.8437,05Mar21,45min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
4.2671,05Mar21,45min,FB > NULL,Malathion,40ppm,rep1,LowRight
3.4225,05Mar21,45min,FB > NULL,Malathion,40ppm,rep2,LowRight
3.4769,05Mar21,5min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
4.8095,05Mar21,5min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.2333,05Mar21,5min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
3.9201,05Mar21,5min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
4.4606,05Mar21,5min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
5.6235,05Mar21,5min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
5.3556,05Mar21,5min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
4.0542,05Mar21,5min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.9767,05Mar21,5min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.8453,05Mar21,5min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
4.3229,05Mar21,5min,FB > NULL,Malathion,40ppm,rep1,LowRight
2.4472,05Mar21,5min,FB > NULL,Malathion,40ppm,rep2,LowRight
2.4011,05Mar21,60min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
2.0988,05Mar21,60min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.2236,05Mar21,60min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
1.3978,05Mar21,60min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
3.0354,05Mar21,60min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
2.5271,05Mar21,60min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
4.0776,05Mar21,60min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
2.7493,05Mar21,60min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.8447,05Mar21,60min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.9711,05Mar21,60min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
3.1591,05Mar21,60min,FB > NULL,Malathion,40ppm,rep1,LowRight
2.5678,05Mar21,60min,FB > NULL,Malathion,40ppm,rep2,LowRight
2.1255,05Mar21,90min,FB > Cyp6g1,Bendiocarb,40ppm,rep1,LowRight
1.8231,05Mar21,90min,FB > Cyp6g1,Bendiocarb,40ppm,rep2,LowRight
2.5801,05Mar21,90min,FB > Cyp6g1,Imidacloprid,40ppm,rep1,LowRight
2.7519,05Mar21,90min,FB > Cyp6g1,Imidacloprid,40ppm,rep2,LowRight
1.504,05Mar21,90min,FB > Cyp6g1,Malathion,40ppm,rep1,LowRight
2.4024,05Mar21,90min,FB > Cyp6g1,Malathion,40ppm,rep2,LowRight
2.1399,05Mar21,90min,FB > NULL,Bendiocarb,40ppm,rep1,LowRight
1.2021,05Mar21,90min,FB > NULL,Bendiocarb,40ppm,rep2,LowRight
2.7613,05Mar21,90min,FB > NULL,Imidacloprid,40ppm,rep1,LowRight
1.3795,05Mar21,90min,FB > NULL,Imidacloprid,40ppm,rep2,LowRight
2.6637,05Mar21,90min,FB > NULL,Malathion,40ppm,rep1,LowRight
0.6049,05Mar21,90min,FB > NULL,Malathion,40ppm,rep2,LowRight
7.3657,04Mar21,0min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,TopLeft
4.2517,04Mar21,0min,HR > Cyp6g1,Bendiocarb,40ppm,rep2,TopLeft
6.3371,04Mar21,0min,HR > Cyp6g1,Imidacloprid,40ppm,rep1,TopLeft
5.5264,04Mar21,0min,HR > Cyp6g1,Imidacloprid,40ppm,rep2,TopLeft
5.0045,04Mar21,0min,HR > Cyp6g1,Malathion,40ppm,rep1,TopLeft
6.7232,04Mar21,0min,HR > Cyp6g1,Malathion,40ppm,rep2,TopLeft
5.3192,04Mar21,0min,HR > NULL,Bendiocarb,40ppm,rep1,TopLeft
6.2016,04Mar21,0min,HR > NULL,Bendiocarb,40ppm,rep2,TopLeft
5.4919,04Mar21,0min,HR > NULL,Imidacloprid,40ppm,rep1,TopLeft
5.9551,04Mar21,0min,HR > NULL,Imidacloprid,40ppm,rep2,TopLeft
6.7628,04Mar21,0min,HR > NULL,Malathion,40ppm,rep1,TopLeft
5.1869,04Mar21,0min,HR > NULL,Malathion,40ppm,rep2,TopLeft
5.0193,04Mar21,0min,TB > Cyp6g1,Bendiocarb,40ppm,rep1,TopLeft
4.6987,04Mar21,0min,TB > Cyp6g1,Bendiocarb,40ppm,rep2,TopLeft
2.8624,04Mar21,0min,TB > Cyp6g1,Imidacloprid,40ppm,rep1,TopLeft
3.4439,04Mar21,0min,TB > Cyp6g1,Imidacloprid,40ppm,rep2,TopLeft
4.2076,04Mar21,0min,TB > Cyp6g1,Malathion,40ppm,rep1,TopLeft
2.752,04Mar21,0min,TB > Cyp6g1,Malathion,40ppm,rep2,TopLeft
4.9555,04Mar21,0min,TB > NULL,Bendiocarb,40ppm,rep1,TopLeft
4.4737,04Mar21,0min,TB > NULL,Bendiocarb,40ppm,rep2,TopLeft
5.2609,04Mar21,0min,TB > NULL,Imidacloprid,40ppm,rep1,TopLeft
3.4221,04Mar21,0min,TB > NULL,Imidacloprid,40ppm,rep2,TopLeft
4.1373,04Mar21,0min,TB > NULL,Malathion,40ppm,rep1,TopLeft
4.9267,04Mar21,0min,TB > NULL,Malathion,40ppm,rep2,TopLeft
5.225,04Mar21,10min,HR > Cyp6g1,Bendiocarb,40ppm,rep1,TopLeft
